        x         y   Spec Type
   11.126    10.048         k8v
    2.176     6.973         m7v
   15.736     9.059         t3v
   -1.574    -1.301         t9v
   22.214     7.043         m6v
    0.028    -2.892         g1v
   -2.554    -3.239         k8v
    1.561     6.209         t9v
    9.855   -18.897         m6v
   21.699    -6.205         m6v
    0.649     7.667         t8v
   10.756   -19.218         g5v
    3.448    -1.159         m7v
    2.209     6.005         t9v
    6.488   -15.641         m7v
   -3.568     1.354         m3v
  -16.531    -2.315         m3v
    9.209    13.976         m7v
  -12.163    -5.117         t9v
   -18.48    -1.715         t9v
   -2.142     14.99         m6v
  -12.612   -11.007         t9v
   -7.691     -15.0         m6v
   -1.754    12.879         m8v
   -6.644     4.839         l2v
   11.452     7.287         k3v
  -22.808     9.593         m4v
   10.193     -0.12         m5v
    1.844     7.021         m6v
   -0.119    -8.979         l2v
   19.625    14.075         m5v
    5.268   -11.011         m3v
    3.158     9.651         t9v
  -15.325    -3.271         m6v
   -1.984     5.954         k1v
    6.766    -0.297         t9v
   -6.248     6.182         m8v
     4.69     1.682         m6v
    3.547      -1.5         m5v
   -9.864     10.91         t9v
    3.217    -0.648         k6v
   -1.712     9.297         f8v
    5.563   -22.852         k9v
   -1.509     7.146         l9v
   -0.047    -4.246         m6v
   -1.738      8.68         t9v
    8.864    -7.294         m6v
   -6.377     6.537         m7v
   -3.927   -12.013         f5v
    4.075     1.444         g8v
   -8.361   -19.088         t9v
   -14.98    -7.435         g8v
  -12.325     7.603         t9v
    1.627    -6.307         g1v
  -16.205     9.879         a9v
   -8.407    -2.683         m7v
  -21.402    -4.607         m6v
    8.197    -6.809         m6v
   10.722     -1.48         l1v
  -11.977    -4.339         m6v
  -20.351   -18.842         g0v
    5.601    -1.886         m6v
    4.811   -16.246         l6v
    2.513    -6.651         t1v
    2.218   -22.318         t5v
    9.082    -2.302         m7v
    0.112     2.794         m9v
   -9.331     9.676         t1v
   -4.635    -5.691         g4v
    5.806    -7.813         t9v
    3.372   -15.185         m7v
   17.619    -6.598         m6v
    20.49    -1.974         a1v
   -6.299    10.254         m3v
   -0.872    -3.639         m1v
   -1.517    -3.381         m8v
    5.739     8.569         t8v
   -2.111   -17.544         g9v
   -4.122    -1.685         t8v
  -10.906     0.078         t9v
    2.148    -5.695         k9v
   -6.393   -11.225         m6v
   -1.896   -22.956         m8v
      6.3    11.653         m6v
   -2.369     6.657         g1v
   -5.262   -17.322         k0v
  -13.602    24.242         m6v
    9.914    -7.638         m7v
   16.789     0.207         m9v
   18.817     2.972         m0v
   -15.45    -7.097         k2v
   -1.814   -14.632         l5v
    1.837    -9.312         m5v
   -1.237    -3.207         f5v
    8.805    -5.797         f0v
   -9.057     1.985         m0v
    8.653    -5.286         f9v
   -5.591    -4.272         m6v
    3.718     0.498         t9v
    6.049     -7.91         m7v
   20.048    18.919         k5v
   -4.442     0.219         k7v
    1.412     9.911         t9v
    -6.94     9.803         m6v
  -10.817    -6.053         m2v
   -5.098     9.914         t9v
    7.391    -0.183         k9v
   -2.181     6.475         t9v
    4.813      0.28         t9v
   11.348    -3.101         l5v
  -11.157     4.703         l1v
  -14.645   -15.074         m3v
   -6.393    -9.665         m6v
   13.731    -1.774         m8v
   -4.963     19.56         m6v
     6.25     5.135         m4v
   -1.787    -6.698         t9v
    8.405   -18.226         m7v
    0.902   -11.598         m1v
  -23.882     6.061         l3v
  -13.065    -0.089         l2v
  -10.986     7.571         m7v
  -19.508     6.314         t9v
   11.828     2.861         t9v
   -3.164    -2.642         m2v
  -18.211     4.048         f3v
    7.147    18.701         t9v
    7.793    -1.786         k2v
    8.806    11.816         t9v
   15.027    -3.426         l3v
    1.226     5.781         l7v
    -6.13     8.103         t0v
   -2.193     5.719         l1v
   18.425     0.916         m7v
    1.536   -15.679         t9v
   -4.869     8.477         m6v
    4.348    -2.797         g5v
   27.918     1.527         t9v
    4.304     1.115         t9v
    2.794    -3.923         k0v
  -14.144    -6.455         k1v
   -1.102    21.265         m6v
   22.145    -1.401         a4v
    2.586     3.859         t9v
    4.451    27.844         m6v
    9.034    -7.329         m5v
   14.706    -4.016         m4v
   -5.723     6.604         m6v
   -3.975      0.55         m5v
    5.252   -10.085         t9v
    3.815     5.586         m6v
    0.221    13.582         m0v
    9.545   -16.387         m6v
    2.406     4.979         t9v
   -9.963   -10.019         m2v
   13.292    -4.066         t9v
   -4.289    -2.448         g8v
    6.169     1.294         m6v
  -14.404     6.993         t9v
   -1.118   -14.375         l0v
   19.533    10.343         m7v
   -5.083   -12.278         m6v
    7.994    15.839         t9v
  -16.109      7.44         m7v
    -0.77     0.242         t9v
    3.288     6.243         k7v
     0.01   -10.609         m6v
    1.902    32.183         m9v
   23.976   -10.098         m6v
  -20.255    -12.85         m6v
   -1.524     1.653         m6v
  -23.928    11.171         m6v
   -7.497     4.828         l4v
  -25.967     -9.75         m6v
   -4.133    -1.002         m1v
   -2.382      2.33         t0v
   -0.484    12.647         f9v
    -6.16    11.065         m7v
    -5.22    -2.429         b3v
    6.337     2.803         m6v
     5.65    -9.753         b6v
  -26.691     4.086         f2v
    0.379    -4.167         m6v
   18.343     5.521         t9v
    4.076    -2.002         l0v
   -8.631    -0.112         t9v
    1.191    -3.896         t9v
    5.383   -14.101         m6v
   -5.605    11.035         t9v
   -11.88   -15.319         k5v
   -6.892     4.321         k9v
   -1.531     2.241         t9v
  -18.383     3.533         l1v
    16.81    10.636         a4v
  -12.473     1.207         t9v
    9.319     1.262         t9v
   -7.516     3.503         m4v
    8.946      8.13         l1v
   -1.214      0.78         t5v
   -6.393     3.167         m6v
  -21.177   -11.387         t9v
   -8.371   -15.003         m4v
     2.67    -2.605         m9v
   13.774    -8.492         t2v
    3.244     6.327         m6v
   10.548     9.705         m6v
     1.59    -3.575         m6v
     9.08     1.551         m7v
    5.514      6.33         m7v
    0.102    -3.841         g2v
   15.642     9.587         m2v
    9.845     8.124         l3v
     3.99     7.382         l5v
    0.962    -6.897         t9v
    7.635    10.134         l5v
    3.407   -16.382         t9v
    4.333   -16.207         t9v
   21.893    -0.765         t8v
    5.559    -3.987         m6v
   -3.723     -8.68         k7v
  -21.323     2.223         l1v
   -4.509     0.983         g0v
    -6.08   -14.315         m0v
    4.446    14.881         m3v
  -17.864     9.082         m6v
    8.777    16.416         t7v
    6.363    11.482         m6v
    3.796   -17.713         t4v
   -6.023    -0.416         l6v
    8.021    -0.392         k5v
   -2.638      0.13         m6v
    12.29   -14.932         k9v
    7.131    -0.091         m7v
   -9.216     4.536         t9v
    5.046   -16.533         t9v
    7.666     4.385         m6v
  -14.254   -11.412         m7v
   -2.458   -21.738         t9v
    0.838     10.34         m7v
    0.426    -0.337         m6v
    1.235      15.3         m6v
   -7.435    -14.02         l9v
   -9.636    14.347         m5v
   17.851    -1.653         l5v
   13.579    -9.848         m6v
    -3.14      4.73         m6v
   -7.632   -12.234         b4v
   -8.129    -2.932         m8v
   -4.311     5.551         m6v
  -26.271    -6.923         l8v
   -8.533     1.131         t4v
   10.402    -11.69         m8v
    4.856      5.87         t5v
   -7.943   -13.427         t9v
    6.195     4.397         o9v
   17.143    -5.079         m6v
   -0.398    -1.957         m6v
    5.574    14.175         m7v
   -1.972   -17.528         m7v
   10.465    -7.471         m7v
    0.284    19.883         f7v
    0.924      9.76         m6v
   -4.695    -3.836         t9v
    4.394    -13.62         m8v
   -3.949    -5.539         m6v
     4.79     2.461         t9v
   -5.191     6.473         m6v
   -6.758    13.758         k1v
    8.849    -1.522         m7v
   17.712    -15.37         f2v
    2.257   -19.582         l4v
   10.188    -5.471         m6v
     -7.5    -5.801         t3v
    9.989    14.295         m6v
  -11.169     1.906         m6v
    4.166    12.584         m9v
   -2.586    -0.371         m6v
   -6.609     0.889         l1v
   -6.562     0.835         m6v
    3.354   -13.895         m6v
   -5.019     6.819         m7v
   -3.806    13.385         g7v
    2.854     7.355         m6v
    9.924    11.842         m7v
   -4.524     4.347         g8v
   34.606     4.686         m6v
    0.772    14.255         t9v
    4.058     0.967         m9v
  -18.008   -13.764         g6v
    1.956    -3.707         f4v
   -9.074    -6.027         t9v
    7.668    -0.158         m4v
    8.673     5.684         k2v
  -14.055   -11.893         t3v
    6.417      4.62         a1v
    6.678    -0.881         m2v
    0.094   -11.187         b5v
    3.764     0.434         m6v
   -6.313   -11.124         t9v
    7.265     -0.84         m2v
   -0.751     6.174         m7v
   -5.016    -0.456         l8v
   12.637   -10.212         b5v
   -5.629     -5.06         m7v
    7.634     8.201         m6v
   -0.844     7.255         m3v
   -0.097     8.793         l6v
   -2.782    -0.428         m7v
  -20.823    12.027         m9v
   14.601    11.834         m6v
  -10.137     15.98         t9v
    -2.48     7.206         t9v
   15.162    -4.058         m1v
    2.543    -3.718         m6v
    3.087    11.432         l5v
    9.315    12.825         k1v
   11.912    16.388         l0v
   10.484    -9.591         k7v
    1.204    -8.796         l5v
    5.946    -2.896         t9v
   24.542    17.639         m6v
   -6.147     6.984         t9v
   11.644    -1.842         g5v
   -2.187   -17.886         m6v
  -12.285    -4.127         t9v
   -7.641     0.017         l3v
   27.252    -12.13         l9v
  -10.313    -5.619         a5v
    9.688    -6.818         m7v
   -9.549   -14.846         m6v
    2.887     2.412         t9v
   -9.294     2.999         l2v
  -14.065    -3.764         t9v
   -6.239    -3.216         k9v
    2.695    -5.091         k1v
  -10.345    -5.226         l2v
    5.282    -8.362         t9v
    8.618     6.966         m2v
   -9.494    11.785         l1v
   -2.162    -6.256         t9v
    0.274    -0.367         m7v
    -1.72   -26.475         t9v
   -2.339    -2.082         m5v
  -16.064     -6.02         l0v
   -5.326   -17.756         m7v
   -2.758    -0.076         l2v
    2.736      6.68         t9v
    4.893    -2.777         m6v
  -12.397    10.821         t9v
    -0.62    -6.866         m6v
   -4.777   -10.436         k5v
   16.642    10.433         t9v
   23.618    -13.55         m7v
    4.174     2.215         t4v
    11.73     -9.27         t9v
   -8.602    -6.155         m6v
    3.067    -3.721         f8v
   -7.502     5.183         m3v
   13.181     3.241         t9v
    1.739   -26.766         m5v
    1.889    -7.777         m7v
   -0.865    13.077         m1v
  -11.427     2.971         m8v
   14.831     2.897         m6v
   -9.007     4.838         a6v
    0.552    -20.22         m6v
   -1.396    18.886         m7v
   -4.938    15.822         t9v
   -18.63    19.592         m2v
   -0.439    -9.339         m6v
    2.137     -7.17         m6v
   13.569     14.05         a3v
   14.276    18.762         m7v
   14.276    -2.794         m5v
      3.4   -20.726         m0v
   -5.064   -15.106         m6v
   -3.783    -21.76         t9v
    7.147     4.271         m6v
   16.222    14.379         m7v
   11.554    -0.304         o9v
   12.109     6.464         m4v
   -9.455     4.394         l4v
   -3.467    -5.237         m7v
   14.551    11.354         t9v
   -4.909     1.021         m6v
  -17.318    12.423         t9v
    0.132    -5.984         t9v
   -7.722    -4.973         m7v
   10.751    -9.948         m5v
   24.184   -24.655         m6v
   -1.613     2.979         m6v
    10.91     0.772         l9v
     -2.6   -12.972         t9v
    1.203    -11.34         m6v
   -3.702      3.07         l1v
   -2.369    30.252         m7v
    9.772    -6.198         b2v
  -11.565     18.46         m7v
    8.636     8.132         l0v
  -13.925    -1.442         l0v
   -6.078    -2.992         m6v
     3.31    -8.601         m6v
    9.864   -13.955         k2v
    8.352    -2.975         m6v
  -11.857     3.093         m7v
   14.243     15.89         t8v
   -8.609    19.591         t2v
   -6.531      7.63         l2v
  -13.656   -17.564         m6v
